,R,n_sites,from_sec,to_sec,type,transport_per_sec_per_particle,transport_per_sec_per_particle_sem,total_sim_time_sec
3183,29,2,5e-06,2e-05,kap,0.0,0.0,1.4760003928448715
9749,35,2,5e-06,2e-05,kap,0.0,0.0,0.8400002235702521
5087,42,2,5e-06,2e-05,kap,0.0,0.0,0.4835701287046034
7197,17,4,5e-06,2e-05,kap,923.8326779501808,11.229570476223351,7.3260019498519835
1551,20,4,5e-06,2e-05,kap,435.3332174671945,9.835684482774226,4.500001197697778
10129,24,4,5e-06,2e-05,kap,102.15051044653313,6.263249650323943,2.604000693067781
145,29,4,5e-06,2e-05,kap,24.390237410853857,4.065039568475645,1.4760003928448715
12299,35,4,5e-06,2e-05,kap,1.1904758736250105,1.1904758736250105,0.8400002235702521
9787,42,4,5e-06,2e-05,kap,0.0,0.0,0.4860001293513601
10449,49,4,5e-06,2e-05,kap,0.0,0.0,0.306000081443449
11261,17,6,5e-06,2e-05,kap,1682.5002346947283,15.154585133608395,7.3260019498519835
2319,20,6,5e-06,2e-05,kap,1102.4441510233532,15.652077303400693,4.500001197697778
8517,24,6,5e-06,2e-05,kap,640.9504949204245,15.80787818577997,2.564940682671765
5905,29,6,5e-06,2e-05,kap,454.60692507452666,17.549905690776967,1.4760003928448715
5017,35,6,5e-06,2e-05,kap,184.09420726159928,15.031229079769606,0.8148002168631446
15399,42,6,5e-06,2e-05,kap,181.97980970358142,19.399112895530607,0.4835701287046034
15007,49,6,5e-06,2e-05,kap,156.86270334823683,22.641181000979227,0.306000081443449
2193,57,6,5e-06,2e-05,kap,36.26002660924663,13.70500184866446,0.19305005138123474
4325,66,6,5e-06,2e-05,kap,177.2620590169221,37.79239796507828,0.12411003303250474
15829,75,6,5e-06,2e-05,kap,112.78192486973776,37.59397495657926,0.07980002123917397
7447,17,8,5e-06,2e-05,kap,906.3606651284281,11.122873800422594,7.3260019498519835
4253,20,8,5e-06,2e-05,kap,519.1109729470987,10.740482451228075,4.500001197697778
10317,24,8,5e-06,2e-05,kap,200.69620822986084,8.801110943625641,2.5909806896024428
11737,29,8,5e-06,2e-05,kap,68.09111504984337,6.809111504984333,1.4686203908806472
9463,35,8,5e-06,2e-05,kap,15.476186357125135,4.292321804557764,0.8400002235702521
2303,42,8,5e-06,2e-05,kap,4.177893646863482,2.9542169287733633,0.4787101274110898
3927,49,8,5e-06,2e-05,kap,13.07189194568639,6.535945972843195,0.306000081443449
14273,57,8,5e-06,2e-05,kap,0.0,0.0,0.1862250495647265
839,66,8,5e-06,2e-05,kap,0.0,0.0,0.12033003202643865
15627,75,8,5e-06,2e-05,kap,0.0,0.0,0.08106002157452935
7785,24,12,5e-06,2e-05,kap,38.59542465958856,3.859542465958858,2.5909806896024428
14005,29,12,5e-06,2e-05,kap,11.575489558473365,2.8074685951658833,1.4686203908806472
7191,35,12,5e-06,2e-05,kap,7.142855241750064,2.916058441475306,0.8400002235702521
15595,42,12,5e-06,2e-05,kap,4.1359047659904835,2.9245263063736315,0.4835701287046034
1377,49,12,5e-06,2e-05,kap,9.803918959264793,5.660295250244803,0.306000081443449
6241,57,12,5e-06,2e-05,kap,5.5440040684407945,5.5440040684407945,0.18037504800771945
11343,66,12,5e-06,2e-05,kap,0.0,0.0,0.11907003169108328
10269,75,12,5e-06,2e-05,kap,0.0,0.0,0.07812002079203348
5015,24,16,5e-06,2e-05,kap,0.0,0.0,2.577960686137104
4389,29,16,5e-06,2e-05,kap,0.0,0.0,1.4760003928448715
1891,35,16,5e-06,2e-05,kap,0.0,0.0,0.8400002235702521
15099,42,16,5e-06,2e-05,kap,0.0,0.0,0.4860001293513601
12687,49,16,5e-06,2e-05,kap,0.0,0.0,0.306000081443449
4243,57,16,5e-06,2e-05,kap,0.0,0.0,0.1852500493052253
7213,66,16,5e-06,2e-05,kap,0.0,0.0,0.1184400315234056
9071,75,16,5e-06,2e-05,kap,0.0,0.0,0.0747600198977525
3835,49,24,5e-06,2e-05,kap,0.0,0.0,0.306000081443449
3208,15,0,5e-06,2.5e-05,inert,74.12533185645269,2.3119055809447633,13.868403341394437
1944,17,0,5e-06,2.5e-05,inert,33.22994325645434,1.9281968765414716,8.937722153416962
2688,20,0,5e-06,2.5e-05,inert,6.630822775157082,1.0901005492371232,5.580001344421919
7458,24,0,5e-06,2.5e-05,inert,1.7544265814362268,0.716241652615699,3.4199208239812564
2282,17,1,5e-06,2.5e-05,inert,25.696144505028915,1.6219262592766597,9.768002353461167
2960,20,1,5e-06,2.5e-05,inert,8.833331205067365,1.2133513558736062,6.000001445614967
1308,24,1,5e-06,2.5e-05,inert,0.5789313844940313,0.4093663078174461,3.4546408323465485
14686,29,1,5e-06,2.5e-05,inert,0.0,0.0,1.9680004741617092
7150,35,1,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
634,42,1,5e-06,2.5e-05,inert,0.0,0.0,0.6480001561264165
10762,17,2,5e-06,2.5e-05,inert,27.94839621463304,1.6915138883032432,9.768002353461167
2548,20,2,5e-06,2.5e-05,inert,5.166665421831853,0.9279605035594046,6.000001445614967
15284,24,2,5e-06,2.5e-05,inert,0.5877925791546542,0.4156321186513865,3.4025608197986106
4492,29,2,5e-06,2.5e-05,inert,0.0,0.0,1.9680004741617092
13422,35,2,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
1614,42,2,5e-06,2.5e-05,inert,0.0,0.0,0.6447601553457845
2640,17,4,5e-06,2.5e-05,inert,26.617520204412422,1.6507485269885918,9.768002353461167
9432,20,4,5e-06,2.5e-05,inert,6.333331807406789,1.0274020862901905,6.000001445614967
15226,24,4,5e-06,2.5e-05,inert,0.2880183637857805,0.2880183637857805,3.472000836529195
9626,29,4,5e-06,2.5e-05,inert,0.0,0.0,1.9680004741617092
13996,35,4,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
6662,42,4,5e-06,2.5e-05,inert,0.0,0.0,0.6480001561264165
11600,49,4,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
11964,17,6,5e-06,2.5e-05,inert,31.019648545911387,1.7820322472958168,9.768002353461167
10418,20,6,5e-06,2.5e-05,inert,6.999998313449607,1.0801231894942682,6.000001445614967
12092,24,6,5e-06,2.5e-05,inert,1.462022151196856,0.6538361829373289,3.4199208239812564
132,29,6,5e-06,2.5e-05,inert,0.0,0.0,1.9680004741617092
13154,35,6,5e-06,2.5e-05,inert,0.0,0.0,1.0864002617526831
1672,42,6,5e-06,2.5e-05,inert,0.0,0.0,0.6447601553457845
13868,49,6,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
7722,57,6,5e-06,2.5e-05,inert,0.0,0.0,0.25350006107723233
13800,66,6,5e-06,2.5e-05,inert,0.0,0.0,0.1579200380485859
6370,75,6,5e-06,2.5e-05,inert,0.0,0.0,0.10304002482602767
1668,17,8,5e-06,2.5e-05,inert,28.56264668088872,1.7100009279350237,9.768002353461167
4572,20,8,5e-06,2.5e-05,inert,4.6666655422997385,0.8819168912028204,6.000001445614967
4890,24,8,5e-06,2.5e-05,inert,1.1578627689880625,0.5789313844940313,3.4546408323465485
6174,29,8,5e-06,2.5e-05,inert,0.0,0.0,1.958160471790901
2188,35,8,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
15394,42,8,5e-06,2.5e-05,inert,0.0,0.0,0.6382801537845202
13350,49,8,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
7852,57,8,5e-06,2.5e-05,inert,0.0,0.0,0.23920005763184995
12006,66,8,5e-06,2.5e-05,inert,0.0,0.0,0.1579200380485859
6256,75,8,5e-06,2.5e-05,inert,0.0,0.0,0.10808002604034428
9652,24,12,5e-06,2.5e-05,inert,0.2894656922470156,0.2894656922470156,3.4546408323465485
7594,29,12,5e-06,2.5e-05,inert,0.0,0.0,1.958160471790901
7762,35,12,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
7624,42,12,5e-06,2.5e-05,inert,0.0,0.0,0.6447601553457845
1918,49,12,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
9510,57,12,5e-06,2.5e-05,inert,0.0,0.0,0.23920005763184995
1606,66,12,5e-06,2.5e-05,inert,0.0,0.0,0.1570800378461998
8948,75,12,5e-06,2.5e-05,inert,0.0,0.0,0.1008000242863314
2216,24,16,5e-06,2.5e-05,inert,1.1637105607506286,0.5818552803753143,3.4372808281639027
4736,29,16,5e-06,2.5e-05,inert,0.0,0.0,1.9680004741617092
9034,35,16,5e-06,2.5e-05,inert,0.0,0.0,1.1200002698481273
5658,42,16,5e-06,2.5e-05,inert,0.0,0.0,0.6480001561264165
6460,49,16,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
11188,57,16,5e-06,2.5e-05,inert,0.0,0.0,0.24700005951114945
7012,66,16,5e-06,2.5e-05,inert,0.0,0.0,0.1570800378461998
852,75,16,5e-06,2.5e-05,inert,0.0,0.0,0.09856002374663514
8176,49,24,5e-06,2.5e-05,inert,0.0,0.0,0.4080000983018178
3209,15,0,5e-06,2.5e-05,kap,122.86922712392551,2.9765167528614755,13.868403341394437
1945,17,0,5e-06,2.5e-05,kap,43.523393692797136,2.206723657859039,8.937722153416962
2689,20,0,5e-06,2.5e-05,kap,13.620068403025364,1.5623289940236569,5.580001344421919
7459,24,0,5e-06,2.5e-05,kap,1.4620221511968556,0.6538361829373289,3.4199208239812564
2283,17,1,5e-06,2.5e-05,kap,129.8115985353648,3.6454728757218318,9.768002353461167
2961,20,1,5e-06,2.5e-05,kap,54.66665349551129,3.0184609854570765,6.000001445614967
1309,24,1,5e-06,2.5e-05,kap,6.078779537187326,1.3264984458147406,3.4546408323465485
14687,29,1,5e-06,2.5e-05,kap,1.0162599177482017,0.7186042792878362,1.9680004741617092
7151,35,1,5e-06,2.5e-05,kap,0.0,0.0,1.1200002698481273
635,42,1,5e-06,2.5e-05,kap,0.0,0.0,0.6480001561264165
10763,17,2,5e-06,2.5e-05,kap,254.70919334068458,5.1064540986402855,9.768002353461167
2549,20,2,5e-06,2.5e-05,kap,65.66665084521783,3.3082380764734562,6.000001445614967
15285,24,2,5e-06,2.5e-05,kap,13.519229320557045,1.9933016167295718,3.4025608197986106
4493,29,2,5e-06,2.5e-05,kap,0.0,0.0,1.9680004741617092
13423,35,2,5e-06,2.5e-05,kap,0.0,0.0,1.1200002698481273
1615,42,2,5e-06,2.5e-05,kap,0.0,0.0,0.6447601553457845
2641,17,4,5e-06,2.5e-05,kap,1046.8875446550796,10.35254527818832,9.768002353461167
9433,20,4,5e-06,2.5e-05,kap,500.6665460381581,9.13479086979808,6.000001445614967
15227,24,4,5e-06,2.5e-05,kap,120.67969442624214,5.895588870572153,3.472000836529195
9627,29,4,5e-06,2.5e-05,kap,31.504057450194217,4.001019297195965,1.9680004741617092
13997,35,4,5e-06,2.5e-05,kap,2.678570783207759,1.5464735627284665,1.1200002698481273
6663,42,4,5e-06,2.5e-05,kap,0.0,0.0,0.6480001561264165
11601,49,4,5e-06,2.5e-05,kap,0.0,0.0,0.4080000983018178
11965,17,6,5e-06,2.5e-05,kap,2058.558062578168,14.517060364464331,9.768002353461167
10419,20,6,5e-06,2.5e-05,kap,1404.9996614852425,15.302501554596489,6.000001445614967
12093,24,6,5e-06,2.5e-05,kap,828.3817508681383,15.563498767413796,3.4199208239812564
133,29,6,5e-06,2.5e-05,kap,612.2966004432913,17.638771113714274,1.9680004741617092
13155,35,6,5e-06,2.5e-05,kap,268.777549380297,15.729016360017312,1.0864002617526831
1673,42,6,5e-06,2.5e-05,kap,310.19286527211113,21.933947850959466,0.6447601553457845
13869,49,6,5e-06,2.5e-05,kap,230.3921013530333,23.76313083057279,0.4080000983018178
7723,57,6,5e-06,2.5e-05,kap,90.72976117742523,18.918462989449154,0.25350006107723233
13801,66,6,5e-06,2.5e-05,kap,253.29274545699874,40.049099522069135,0.1579200380485859
6371,75,6,5e-06,2.5e-05,kap,262.0340983572808,50.42848574114566,0.10304002482602767
1669,17,8,5e-06,2.5e-05,kap,1214.7826720982964,11.151837088836428,9.768002353461167
4573,20,8,5e-06,2.5e-05,kap,751.1664856837475,11.189029632493249,6.000001445614967
4891,24,8,5e-06,2.5e-05,kap,325.6489037778924,9.70897447527541,3.4546408323465485
6175,29,8,5e-06,2.5e-05,kap,157.80116310763543,8.976994523421283,1.958160471790901
2189,35,8,5e-06,2.5e-05,kap,36.60713403717271,5.717073834545697,1.1200002698481273
15395,42,8,5e-06,2.5e-05,kap,18.800521885020302,5.427243185610962,0.6382801537845202
13351,49,8,5e-06,2.5e-05,kap,39.215676826048224,9.803919206512056,0.4080000983018178
7853,57,8,5e-06,2.5e-05,kap,29.264206996026807,11.060830575286213,0.23920005763184995
12007,66,8,5e-06,2.5e-05,kap,25.329274545699853,12.664637272849927,0.1579200380485859
6257,75,8,5e-06,2.5e-05,kap,9.252403396227148,9.252403396227148,0.10808002604034428
9653,24,12,5e-06,2.5e-05,kap,91.18169305780992,5.137506389410513,3.4546408323465485
7595,29,12,5e-06,2.5e-05,kap,25.53416878764323,3.611076780340884,1.958160471790901
7763,35,12,5e-06,2.5e-05,kap,16.071424699246556,3.7880711293887366,1.1200002698481273
7625,42,12,5e-06,2.5e-05,kap,15.509643263605527,4.904579840968076,0.6447601553457845
1919,49,12,5e-06,2.5e-05,kap,29.41175761953617,8.490443089489617,0.4080000983018178
9511,57,12,5e-06,2.5e-05,kap,8.361201998864804,5.912262632267819,0.23920005763184995
1607,66,12,5e-06,2.5e-05,kap,25.464725211719642,12.732362605859821,0.1570800378461998
8949,75,12,5e-06,2.5e-05,kap,9.920632530399113,9.920632530399113,0.1008000242863314
2217,24,16,5e-06,2.5e-05,kap,0.0,0.0,3.4372808281639027
4737,29,16,5e-06,2.5e-05,kap,0.0,0.0,1.9680004741617092
9035,35,16,5e-06,2.5e-05,kap,0.0,0.0,1.1200002698481273
5659,42,16,5e-06,2.5e-05,kap,0.0,0.0,0.6480001561264165
6461,49,16,5e-06,2.5e-05,kap,0.0,0.0,0.4080000983018178
11189,57,16,5e-06,2.5e-05,kap,0.0,0.0,0.24700005951114945
7013,66,16,5e-06,2.5e-05,kap,6.3661813029299115,6.3661813029299115,0.1570800378461998
853,75,16,5e-06,2.5e-05,kap,20.292202903089102,14.34875427798765,0.09856002374663514
8177,49,24,5e-06,2.5e-05,kap,0.0,0.0,0.4080000983018178
3968,15,0,5e-06,3.0000000000000004e-05,inert,74.0435628847426,2.0720100600272704,17.246603894356074
3472,17,0,5e-06,3.0000000000000004e-05,inert,33.21002571106734,1.7288448825715703,11.111102508933932
6348,20,0,5e-06,3.0000000000000004e-05,inert,6.738349732932078,0.9828893265039778,6.975001574984849
4574,24,0,5e-06,3.0000000000000004e-05,inert,1.4107022113172751,0.5759167661238688,4.253200960390759
4542,17,1,5e-06,3.0000000000000004e-05,inert,25.716619909702985,1.4512728210817585,12.21000275707024
6002,20,1,5e-06,3.0000000000000004e-05,inert,8.133331496792287,1.0413663883092348,7.500001693532088
2564,24,1,5e-06,3.0000000000000004e-05,inert,0.4631451146033265,0.3274930512094329,4.318300975090616
8196,29,1,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.460000555478525
8768,35,1,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
2288,42,1,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8100001829014655
1628,17,2,5e-06,3.0000000000000004e-05,inert,29.32022269959768,1.5496219210489803,12.21000275707024
2240,20,2,5e-06,3.0000000000000004e-05,inert,5.066665522591912,0.8219216814690978,7.500001693532088
13264,24,2,5e-06,3.0000000000000004e-05,inert,0.7053511056586375,0.4072346507252145,4.253200960390759
4214,29,2,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.460000555478525
1146,35,2,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
4310,42,2,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8059501819869582
14286,17,4,5e-06,3.0000000000000004e-05,inert,28.665022192344104,1.5322098861146156,12.21000275707024
14176,20,4,5e-06,3.0000000000000004e-05,inert,6.133331948400736,0.9043104602195312,7.500001693532088
8080,24,4,5e-06,3.0000000000000004e-05,inert,0.23041469451515495,0.23041469451515495,4.3400009799905686
12510,29,4,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.460000555478525
12940,35,4,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
5244,42,4,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8100001829014655
992,49,4,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
10362,17,6,5e-06,3.0000000000000004e-05,inert,33.66545319933592,1.664649525230479,12.148952743284891
9942,20,6,5e-06,3.0000000000000004e-05,inert,7.333331677435668,0.9888262416648924,7.500001693532088
12502,24,6,5e-06,3.0000000000000004e-05,inert,1.1696177386556088,0.5230689542647049,4.274900965290712
2000,29,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.460000555478525
13510,35,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.3580003066422106
9140,42,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8059501819869582
5438,49,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
12578,57,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.31687507155173084
3706,66,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.19635004433667025
10862,75,6,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.1288000290835912
3686,17,8,5e-06,3.0000000000000004e-05,inert,27.24514672122297,1.4975286992301746,12.148952743284891
9438,20,8,5e-06,3.0000000000000004e-05,inert,4.5333323096875,0.7774600770922282,7.500001693532088
10864,24,8,5e-06,3.0000000000000004e-05,inert,0.9262902292066529,0.4631451146033265,4.318300975090616
2058,29,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.4477005527011326
6678,35,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
3090,42,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.7978501801579437
5704,49,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
4728,57,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.2990000675154796
15802,66,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.19740004457376475
11524,75,8,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.13510003050615807
5238,24,12,5e-06,3.0000000000000004e-05,inert,0.2315725573016633,0.2315725573016633,4.318300975090616
898,29,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.4477005527011326
10994,35,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
12026,42,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8059501819869582
6794,49,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
12748,57,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.2990000675154796
9984,66,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.19635004433667025
6920,75,12,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.12600002845133926
14032,24,16,5e-06,3.0000000000000004e-05,inert,1.1637105783593684,0.5204271918694288,4.296600970190664
2306,29,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,2.460000555478525
12640,35,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,1.4000003161259895
6742,42,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.8100001829014655
9006,49,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
10540,57,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.3087500697170712
1756,66,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.19635004433667025
9686,75,16,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.12250002766102434
10752,49,24,5e-06,3.0000000000000004e-05,inert,0.0,0.0,0.5100001151601821
3969,15,0,5e-06,3.0000000000000004e-05,kap,125.87985514704472,2.7016328150340825,17.246603894356074
3473,17,0,5e-06,3.0000000000000004e-05,kap,46.440035953687676,2.044408587260941,11.111102508933932
6349,20,0,5e-06,3.0000000000000004e-05,kap,13.9068068956258,1.4120223050727416,6.975001574984849
4575,24,0,5e-06,3.0000000000000004e-05,kap,1.1755851760977292,0.5257376734191166,4.253200960390759
4543,17,1,5e-06,3.0000000000000004e-05,kap,136.7731058891844,3.346897973445726,12.21000275707024
6003,20,1,5e-06,3.0000000000000004e-05,kap,54.13332110979786,2.686591617304104,7.500001693532088
2565,24,1,5e-06,3.0000000000000004e-05,kap,5.789313932541576,1.157862786508316,4.318300975090616
8197,29,1,5e-06,3.0000000000000004e-05,kap,1.219511919750942,0.7040855351481637,2.460000555478525
8769,35,1,5e-06,3.0000000000000004e-05,kap,0.0,0.0,1.4000003161259895
2289,42,1,5e-06,3.0000000000000004e-05,kap,0.0,0.0,0.8100001829014655
1629,17,2,5e-06,3.0000000000000004e-05,kap,267.23990689605307,4.678350705065472,12.21000275707024
2241,20,2,5e-06,3.0000000000000004e-05,kap,68.2666512517648,3.0169882518137485,7.500001693532088
13265,24,2,5e-06,3.0000000000000004e-05,kap,14.342139148392295,1.8363227481235915,4.253200960390759
4215,29,2,5e-06,3.0000000000000004e-05,kap,0.0,0.0,2.460000555478525
1147,35,2,5e-06,3.0000000000000004e-05,kap,0.0,0.0,1.4000003161259895
4311,42,2,5e-06,3.0000000000000004e-05,kap,0.0,0.0,0.8059501819869582
14287,17,4,5e-06,3.0000000000000004e-05,kap,1151.8424917517889,9.712670750571109,12.21000275707024
14177,20,4,5e-06,3.0000000000000004e-05,kap,557.5998740915628,8.622449367267237,7.500001693532088
8081,24,4,5e-06,3.0000000000000004e-05,kap,140.32254895972943,5.686156632747988,4.3400009799905686
12511,29,4,5e-06,3.0000000000000004e-05,kap,34.552837726276714,3.74778145344747,2.460000555478525
12941,35,4,5e-06,3.0000000000000004e-05,kap,2.857142211987921,1.4285711059939608,1.4000003161259895
5245,42,4,5e-06,3.0000000000000004e-05,kap,0.0,0.0,0.8100001829014655
993,49,4,5e-06,3.0000000000000004e-05,kap,0.0,0.0,0.5100001151601821
10363,17,6,5e-06,3.0000000000000004e-05,kap,2379.4643547344754,13.9949122674491,12.148952743284891
9943,20,6,5e-06,3.0000000000000004e-05,kap,1669.3329563908094,14.919037410630176,7.500001693532088
12503,24,6,5e-06,3.0000000000000004e-05,kap,1020.374515203154,15.449583379843784,4.274900965290712
2001,29,6,5e-06,3.0000000000000004e-05,kap,760.9754379245877,17.588051030806188,2.460000555478525
13511,35,6,5e-06,3.0000000000000004e-05,kap,364.50654508608704,16.383350837599448,1.3580003066422106
9141,42,6,5e-06,3.0000000000000004e-05,kap,404.4915024354149,22.402712337324076,0.8059501819869582
5439,49,6,5e-06,3.0000000000000004e-05,kap,335.2940419362291,25.64057623107566,0.5100001151601821
12579,57,6,5e-06,3.0000000000000004e-05,kap,173.56998053102146,23.404171400352464,0.31687507155173084
3707,66,6,5e-06,3.0000000000000004e-05,kap,336.13437788093137,41.3752817427743,0.19635004433667025
10863,75,6,5e-06,3.0000000000000004e-05,kap,349.37880309634903,52.082316908063326,0.1288000290835912
3687,17,8,5e-06,3.0000000000000004e-05,kap,1463.9945002527795,10.97742051685083,12.148952743284891
9439,20,8,5e-06,3.0000000000000004e-05,kap,950.2664520924357,11.256205621897363,7.500001693532088
10865,24,8,5e-06,3.0000000000000004e-05,kap,444.38773746189173,10.14435827430944,4.318300975090616
2059,29,8,5e-06,3.0000000000000004e-05,kap,216.9383013024291,9.414320398864357,2.4477005527011326
6679,35,8,5e-06,3.0000000000000004e-05,kap,62.142843110737196,6.662412104947991,1.4000003161259895
3091,42,8,5e-06,3.0000000000000004e-05,kap,55.1481983638704,8.313903719865893,0.7978501801579437
5705,49,8,5e-06,3.0000000000000004e-05,kap,49.019596774302556,9.803919354860511,0.5100001151601821
4729,57,8,5e-06,3.0000000000000004e-05,kap,50.16721275229623,12.953118634352508,0.2990000675154796
15803,66,8,5e-06,3.0000000000000004e-05,kap,35.46098490055928,13.402992470328051,0.19740004457376475
11525,75,8,5e-06,3.0000000000000004e-05,kap,14.803845657968496,10.467899652388553,0.13510003050615807
5239,24,12,5e-06,3.0000000000000004e-05,kap,148.90115434496957,5.87208830799012,4.318300975090616
899,29,12,5e-06,3.0000000000000004e-05,kap,45.34868445305014,4.304306644546957,2.4477005527011326
10995,35,12,5e-06,3.0000000000000004e-05,kap,27.85713656688223,4.460711848751036,1.4000003161259895
12027,42,12,5e-06,3.0000000000000004e-05,kap,33.500829956307285,6.44723773111663,0.8059501819869582
6795,49,12,5e-06,3.0000000000000004e-05,kap,50.98038064527466,9.998075220024749,0.5100001151601821
12749,57,12,5e-06,3.0000000000000004e-05,kap,23.411365951071573,8.848664594122932,0.2990000675154796
9985,66,12,5e-06,3.0000000000000004e-05,kap,50.92945119408054,16.10530657556767,0.19635004433667025
6921,75,12,5e-06,3.0000000000000004e-05,kap,15.873012288821762,11.22391462728327,0.12600002845133926
14033,24,16,5e-06,3.0000000000000004e-05,kap,0.0,0.0,4.296600970190664
2307,29,16,5e-06,3.0000000000000004e-05,kap,0.0,0.0,2.460000555478525
